source_id,source_title,source_url,publisher_or_org,source_type,source_class,confidence,relevance_hint,evidence_count,run_count
real-1337680,Rio Salado - Online Community College,https://www.riosalado.edu/,Bing HTML,web_result,scientific_knowledge_source,0.55,0.65,1,1
real-2249868,Rio Salado - Online Community College,https://www.riosalado.edu/,Bing HTML,web_result,scientific_knowledge_source,0.55,0.65,1,1
real-7066160,Rio Salado - Online Community College,https://www.riosalado.edu/,Bing HTML,web_result,scientific_knowledge_source,0.55,0.65,1,1
real-4026421,Rio Salado - Online Community College,https://www.riosalado.edu/,Bing HTML,web_result,scientific_knowledge_source,0.55,0.65,1,1
real-6449856,Rio Salado - Online Community College,https://www.riosalado.edu/,Bing HTML,web_result,scientific_knowledge_source,0.55,0.65,1,1
real-3722519,Rio Salado - Online Community College,https://www.riosalado.edu/,Bing HTML,web_result,scientific_knowledge_source,0.55,0.65,1,1
real-4468364,Rio Salado - Online Community College,https://www.riosalado.edu/,Bing HTML,web_result,scientific_knowledge_source,0.55,0.65,1,1
real-5276335,Rio Salado - Online Community College,https://www.riosalado.edu/,Bing HTML,web_result,scientific_knowledge_source,0.55,0.65,1,1
real-8893389,Rio Salado - Online Community College,https://www.riosalado.edu/,Bing HTML,web_result,scientific_knowledge_source,0.55,0.65,1,1
real-2247448,Rio Salado - Online Community College,https://www.riosalado.edu/,Bing HTML,web_result,scientific_knowledge_source,0.55,0.65,1,1
real-7262418,Rio Salado - Online Community College,https://www.riosalado.edu/,Bing HTML,web_result,scientific_knowledge_source,0.55,0.65,1,1
real-3119434,Rio Salado - Online Community College,https://www.riosalado.edu/,Bing HTML,web_result,scientific_knowledge_source,0.55,0.65,1,1
real-5039757,Rio Salado - Online Community College,https://www.riosalado.edu/,Bing HTML,web_result,scientific_knowledge_source,0.55,0.65,1,1
real-3800234,Rio Salado - Online Community College,https://www.riosalado.edu/,Bing HTML,web_result,scientific_knowledge_source,0.55,0.65,1,1
real-3221817,Rio Salado - Online Community College,https://www.riosalado.edu/,Bing HTML,web_result,scientific_knowledge_source,0.55,0.65,1,1
real-5781768,Rio Salado - Online Community College,https://www.riosalado.edu/,Bing HTML,web_result,scientific_knowledge_source,0.55,0.65,1,1
real-169946,Rio Salado - Online Community College,https://www.riosalado.edu/,Bing HTML,web_result,scientific_knowledge_source,0.55,0.65,1,1
real-5359186,Rio Salado - Online Community College,https://www.riosalado.edu/,Bing HTML,web_result,scientific_knowledge_source,0.55,0.65,1,1
real-79356,Rio Salado - Online Community College,https://www.riosalado.edu/,Bing HTML,web_result,scientific_knowledge_source,0.55,0.65,1,1
real-2646951,Rio Salado - Online Community College,https://www.riosalado.edu/,Bing HTML,web_result,scientific_knowledge_source,0.55,0.65,1,1
real-6578378,Rio Salado - Online Community College,https://www.riosalado.edu/,Bing HTML,web_result,scientific_knowledge_source,0.55,0.65,1,1
real-9965201,Rio Salado - Online Community College,https://www.riosalado.edu/,Bing HTML,web_result,scientific_knowledge_source,0.55,0.65,1,1
real-287195,Rio Salado - Online Community College,https://www.riosalado.edu/,Bing HTML,web_result,scientific_knowledge_source,0.55,0.65,1,1
real-8698492,Rio Salado - Online Community College,https://www.riosalado.edu/,Bing HTML,web_result,scientific_knowledge_source,0.55,0.65,1,1
real-7159678,Rio Salado - Online Community College,https://www.riosalado.edu/,Bing HTML,web_result,scientific_knowledge_source,0.55,0.65,1,1
real-2494215,Rio Salado - Online Community College,https://www.riosalado.edu/,Bing HTML,web_result,scientific_knowledge_source,0.55,0.65,1,1
real-5934741,Rio Salado - Online Community College,https://www.riosalado.edu/,Bing HTML,web_result,scientific_knowledge_source,0.55,0.65,1,1
real-2718198,Rio Salado - Online Community College,https://www.riosalado.edu/,Bing HTML,web_result,scientific_knowledge_source,0.55,0.65,1,1
real-6562788,Rio Salado - Online Community College,https://www.riosalado.edu/,Bing HTML,web_result,scientific_knowledge_source,0.55,0.65,1,1
real-6339101,Rio Salado - Online Community College,https://www.riosalado.edu/,Bing HTML,web_result,scientific_knowledge_source,0.55,0.65,1,1
real-2898123,Rio Salado - Online Community College,https://www.riosalado.edu/,Bing HTML,web_result,scientific_knowledge_source,0.55,0.65,1,1
real-2324859,Bac&#237;a | Spanish to English Translation - SpanishDictionary.com,https://www.spanishdict.com/translate/bac%C3%ADa,Bing HTML,web_result,scientific_knowledge_source,0.55,0.55,1,1
real-3464329,Bac&#237;a | Spanish to English Translation - SpanishDictionary.com,https://www.spanishdict.com/translate/bac%C3%ADa,Bing HTML,web_result,scientific_knowledge_source,0.55,0.55,1,1
real-1489009,Bac&#237;a | Spanish to English Translation - SpanishDictionary.com,https://www.spanishdict.com/translate/bac%C3%ADa,Bing HTML,web_result,scientific_knowledge_source,0.55,0.55,1,1
real-7813330,Bac&#237;a | Spanish to English Translation - SpanishDictionary.com,https://www.spanishdict.com/translate/bac%C3%ADa,Bing HTML,web_result,scientific_knowledge_source,0.55,0.55,1,1
real-5332706,Bac&#237;a | Spanish to English Translation - SpanishDictionary.com,https://www.spanishdict.com/translate/bac%C3%ADa,Bing HTML,web_result,scientific_knowledge_source,0.55,0.55,1,1
real-1274362,Bac&#237;a | Spanish to English Translation - SpanishDictionary.com,https://www.spanishdict.com/translate/bac%C3%ADa,Bing HTML,web_result,scientific_knowledge_source,0.55,0.55,1,1
real-261394,Bac&#237;a | Spanish to English Translation - SpanishDictionary.com,https://www.spanishdict.com/translate/bac%C3%ADa,Bing HTML,web_result,scientific_knowledge_source,0.55,0.55,1,1
real-3827128,Bac&#237;a | Spanish to English Translation - SpanishDictionary.com,https://www.spanishdict.com/translate/bac%C3%ADa,Bing HTML,web_result,scientific_knowledge_source,0.55,0.55,1,1
real-688940,Bac&#237;a | Spanish to English Translation - SpanishDictionary.com,https://www.spanishdict.com/translate/bac%C3%ADa,Bing HTML,web_result,scientific_knowledge_source,0.55,0.55,1,1
real-8879281,Bac&#237;a | Spanish to English Translation - SpanishDictionary.com,https://www.spanishdict.com/translate/bac%C3%ADa,Bing HTML,web_result,scientific_knowledge_source,0.55,0.55,1,1
real-8718186,Bac&#237;a | Spanish to English Translation - SpanishDictionary.com,https://www.spanishdict.com/translate/bac%C3%ADa,Bing HTML,web_result,scientific_knowledge_source,0.55,0.55,1,1
real-7755277,Bac&#237;a | Spanish to English Translation - SpanishDictionary.com,https://www.spanishdict.com/translate/bac%C3%ADa,Bing HTML,web_result,scientific_knowledge_source,0.55,0.55,1,1
real-8322568,Bac&#237;a | Spanish to English Translation - SpanishDictionary.com,https://www.spanishdict.com/translate/bac%C3%ADa,Bing HTML,web_result,scientific_knowledge_source,0.55,0.55,1,1
real-9238962,A Gallon of Tea: How Many Does It Serve? Tips &amp; Calculations | Tea ...,https://www.teamastershub.com/gallon-of-tea-serves/,Bing HTML,web_result,scientific_knowledge_source,0.55,0.55,1,1
real-1764086,What does bacia mean in Italian? - WordHippo,https://www.wordhippo.com/what-is/the-meaning-of/italian-word-b7d76ff3d3e2305275c34b508476a4198a70f9e0.html,Bing HTML,web_result,scientific_knowledge_source,0.55,0.7,1,1
real-1151038,What does bacia mean in Italian? - WordHippo,https://www.wordhippo.com/what-is/the-meaning-of/italian-word-b7d76ff3d3e2305275c34b508476a4198a70f9e0.html,Bing HTML,web_result,scientific_knowledge_source,0.55,0.7,1,1
real-4598636,What does bacia mean in Italian? - WordHippo,https://www.wordhippo.com/what-is/the-meaning-of/italian-word-b7d76ff3d3e2305275c34b508476a4198a70f9e0.html,Bing HTML,web_result,scientific_knowledge_source,0.55,0.7,1,1
real-462756,What does bacia mean in Italian? - WordHippo,https://www.wordhippo.com/what-is/the-meaning-of/italian-word-b7d76ff3d3e2305275c34b508476a4198a70f9e0.html,Bing HTML,web_result,scientific_knowledge_source,0.55,0.7,1,1
real-1726423,What does bacia mean in Italian? - WordHippo,https://www.wordhippo.com/what-is/the-meaning-of/italian-word-b7d76ff3d3e2305275c34b508476a4198a70f9e0.html,Bing HTML,web_result,scientific_knowledge_source,0.55,0.7,1,1
real-1098885,What does bacia mean in Italian? - WordHippo,https://www.wordhippo.com/what-is/the-meaning-of/italian-word-b7d76ff3d3e2305275c34b508476a4198a70f9e0.html,Bing HTML,web_result,scientific_knowledge_source,0.55,0.7,1,1
real-5128799,What does bacia mean in Italian? - WordHippo,https://www.wordhippo.com/what-is/the-meaning-of/italian-word-b7d76ff3d3e2305275c34b508476a4198a70f9e0.html,Bing HTML,web_result,scientific_knowledge_source,0.55,0.7,1,1
real-7924738,What does bacia mean in Italian? - WordHippo,https://www.wordhippo.com/what-is/the-meaning-of/italian-word-b7d76ff3d3e2305275c34b508476a4198a70f9e0.html,Bing HTML,web_result,scientific_knowledge_source,0.55,0.7,1,1
real-3354369,What does bacia mean in Italian? - WordHippo,https://www.wordhippo.com/what-is/the-meaning-of/italian-word-b7d76ff3d3e2305275c34b508476a4198a70f9e0.html,Bing HTML,web_result,scientific_knowledge_source,0.55,0.7,1,1
real-2337659,What does bacia mean in Italian? - WordHippo,https://www.wordhippo.com/what-is/the-meaning-of/italian-word-b7d76ff3d3e2305275c34b508476a4198a70f9e0.html,Bing HTML,web_result,scientific_knowledge_source,0.55,0.7,1,1
real-7269520,What does bacia mean in Italian? - WordHippo,https://www.wordhippo.com/what-is/the-meaning-of/italian-word-b7d76ff3d3e2305275c34b508476a4198a70f9e0.html,Bing HTML,web_result,scientific_knowledge_source,0.55,0.7,1,1
real-2311243,What does bacia mean in Italian? - WordHippo,https://www.wordhippo.com/what-is/the-meaning-of/italian-word-b7d76ff3d3e2305275c34b508476a4198a70f9e0.html,Bing HTML,web_result,scientific_knowledge_source,0.55,0.7,1,1
real-7993734,What does bacia mean in Italian? - WordHippo,https://www.wordhippo.com/what-is/the-meaning-of/italian-word-b7d76ff3d3e2305275c34b508476a4198a70f9e0.html,Bing HTML,web_result,scientific_knowledge_source,0.55,0.7,1,1
